Bridge Number,Bridge Name,Bridge Type,Bridge Span(Mtrs),Trail Type,District,Major RM/UM,Ward No,River Name,RM/UM Left,RM/UM Right,Latitude,Longitude,Coordinate Source,National Agency,Foreign Agency,Bridge Status,Action Taken,Mela Condition,Observerd by,Observers Name,Completion FY,Bridge Warden Name and address,Bridge Warden Contact No,Comment or Recommendation,Entered By,Entered Date,Updated By,Updated Date
03 5 042 18 06 03,Samaha,D,55.79,Local,Ilam,Jamuna,,Samaha Khola,Jamuna,Pyang,27.0055126223,87.9868090153,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Bhnu B shrestha,,,
03 5 024 18 06 08,Maimjhuwa,D,75.40,Main,Ilam,Maimjhuba,,Mai Khola,Maimjhuba,Mabu,27.0438710974,87.9465544224,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2001/2002,,,,Bhanu B Shrestha,,,
03 5 021 18 06 06,Borange,ST,28,Local,Ilam,Godak,,Karpok,Godak,Lammipur,26.8697026246,87.9323816299,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Bhanu B Shrestha,,,
05 5 005 18 06 04,Kathgada,ST,28,Local,Morang,Bardaga,8,Kajala,Bardanga,Bardanga,26.4265948301,87.6049590111,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2012/13,,,,,,,
10 5 055 18 06 05,Akhuwa 1,D,93.8,Local,Bhojpur,Manebhanjyang,,Pikhuwa,Bastim,Manebhanjang,27.09426147676685,87.10244178770438,GPS,GoN,RRRSDP+SDC/DFID,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2013/2014,,,Maintenance 2018,,,Roshan Basnet,31.07.2018
03 5 016 18 06 01,Goyang,D,66.07,Local,Ilam,Shantipur,,Goyang,Shantipur,Shantipur,26.8088872001,87.995660305,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Bhanu B Shrestha,,,
03 5 034 18 06 11,Thapani,ST,20,Local,Ilam,Ektappa,,Hoyangma,Chamita,Ekatppa,26.9820667451,87.817363143,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2012/2013,,,,Bhanu B Shrestha,,,
10 5 001 18 06 05,Ratmate,D,93,Main,Bhojpur,Dobhane,,Irkhuwa Khola,Dovane,Dovane,27.406525283740717,86.98363400996709,GPS,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2012/2013,,,,Bhanu.B shrestha,,,
03 5 036 18 06 02,Raikar,D,47.70,Local,Ilam,Lumde,,Thawa,Lumde,Fuyetappa,26.9316068944,87.7583250403,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Bhanu B Shrestha,,,
10 5 001 18 06 06,Sangsang,D,47.9,Main,Bhojpur,Dobhane,,Irkhuwa Khola,Dovane,Dovane,27.4119143259,86.9514334202,GoogleEarth,DDC,RRRSDP+SDC/DFID,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Bhanu.B shrestha,,,
03 5 028 18 06 02,Deumai Hulaki,D,110,Local,Ilam,Ghuseni,,Deumai,Gajurmukhi,Ghuseni,26.9132305135,87.7678737044,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Bhanu B Shrestha,,,
05 5 054 18 06 01,Bairiya,N,108,Local,Morang,Majhare,6,Lohandra,Majhare,Majhare,26.39286436675822,87.34210520981321,GoogleEarth,DDC,SDC,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,2012/13,,,,,,,
10 5 034 18 06 11,Yangtang,D,75.48,Local,Bhojpur,Annapurna,,Yangtang khola,Chhinamakhu,Annapurna,27.2138769679,86.9731593132,GPS,GoN,RRRSDP+SDC/DFID,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Bhanu.B shrestha,,,
09 5 009 18 06 03,Aauphedi,D,81,Main,Sankhuwasabha,Pathibhara,,Arun River,Noom,Pathivara,27.5777153857,87.3286002874,GoogleEarth,GoN,Other,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
10 5 034 18 06 12,Telaha,D,72,Local,Bhojpur,Annapurna,,Yanguwa khola,Helauchha,Boya,27.26103874243588,87.11703434586514,GoogleEarth,GoN,RRRSDP+SDC/DFID,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Bhanu.B shrestha,,,
03 5 023 18 06 06,Deumai I,ST,16,Main,Ilam,Chamauta,,Deumai,Chamauta,Mangalbare,26.9815026455,87.8177922964,GPS,GoN,SDC,No action required,Yet No Action    ,No,NGO personnel,NGO personnel,20132014,,,,Bhanu B Shrestha,,,
09 3 001 18 06 10,Pangma Pangtha,D,71.20,Main,Sankhuwasabha,Khandbari Municipality,,Pangma Khola,Dhupu ,Khadbari Municipality,27.3785698389,87.2372683883,GoogleEarth,DDC/VDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,1998/1999,,,,Arpan Limbu,,,
10 5 009 18 06 08,Nakhuwakhola,D,52,Main,Bhojpur,Deurali,,Yanguwa khola,Deurali,Boya,27.285880300856707,87.13670164350003,GPS,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Bhanu.B shrestha,,,
03 5 035 18 06 05,Gajurmukhi,N,69,Main,Ilam,Gajurmukhi,,Deumai,Gajurmukhi,Ghuseni,26.8972623478,87.7782082558,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,1976/1977,,,,Bhanu B Shrestha,,,
10 5 050 18 06 02,Makuwa,D,69,Main,Bhojpur,Baikhunthe,,Makuwa khola,Baikunthe,Basikhora,27.076446630880564,87.06103116275324,GoogleEarth,GoN,RRRSDP+SDC/DFID,No action required,Yet No Action    ,No,NGO personnel,NGO personnel,,,,,,,Bhanu Shrestha,31.07.2018
03 5 030 18 06 05,Dihigaun,D,28.30,Main,Ilam,Mangalbare,,Deumai,Ektappa,Mangalbare,26.9727754725,87.8163787723,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2001/2002,,,,Bhanu B Shrestha,,,
03 5 025 18 06 06,Puwakhola,D,112,Local,Ilam,Maipokhari,,Puwa,Maipokhari,Maipokhari,27.0358631096,87.894846797,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2005/06,,,,Bhanu B Shrestha,,,
10 5 054 18 06 01,Phadkedhunga,D,60,Local,Bhojpur,Dhodelekhani,,Behere,Dhodle khani,Bainunthe,27.08172212640869,86.99185699223472,GPS,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Bhanu.B shrestha,,,
14 5 019 18 06 02,Tawa Dovan,N,148.60,Local,Udayapur,Katari,,Tawa Khiola,Risku,Katari,26.935107729,86.4133822918,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,"Sita Basnet, Katari-11",,,Bhanu Shrestha,08-2-2017,Bhanu Shrestha,08-02-2017
01 5 005 18 06 02,Banchare,D,97.5,Local,Taplejung,Dokhu,,Khokse khola,Nangkholyang ,Dokhu,27.3317057824,87.70175457,GPS,VDC,DRILP+SDC/DFID,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2012/13,,,,Satya N. Lohala,,,
14 5 028 18 06 05,Pujaritar,ST,32,Main,Udayapur,Bare,,Tawa Khola,Bare,Bare,26.9785960533,86.5167921782,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2012/13,"Dev Kumari Magar, Barre-2",,,Bhanu Shrestha,08-02-2017,Bhanu Shrestha,08-02-2017
09 5 004 18 06 07,Sendak Bridge,D,71,Main,Sankhuwasabha,Sishubakhola,,sankhuwakhola,sisuwakhola,sisuwakhola,27.4618574502,87.1095710993,GoogleEarth,DDC/VDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2011/2012,,,,Arpan Limbu,,,
01 5 045 18 06 05,Chiruwa,D,90,Main,Taplejung,Ikhabu,,Tamor River,Tapethok,Ikhabu,27.4873440074,87.7392625809,GPS,Other,KAABGN,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2004/05,,,,Satya N. Lohala,,,
01 5 025 18 06 01,Harkubari,D,43,Local,Taplejung,Kalikhola,,Inwa Khola,Phlaicha,Kalikhola,27.3023365622,87.9746425152,GPS,VDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,1999/2000,,,,,,,
59 5 047 18 06 02,Sangha Ghat,D,242,Main,Surkhet,Taranga Ghat,,Bheri Nadi,Taranga Ghat,Tararanga Ghat,28.6540501429,81.4528995752,GoogleEarth,,,No action required,Yet No Action    ,,,,,,,,,,BBB,2073/11/17
01 5 034 18 06 01,Dhule dovan,D,82,Main,Taplejung,Khamlung,,Mewa Khola,Khokling,Khamlung,27.3774837474,87.6267170906,GPS,GoN,Other,No action required,Yet No Action    ,,NGO personnel,NGO personnel,1984/85,MM completed in 2014.,,,Satya N. Lohala,,,
03 5 010 18 06 01,Bange dovan,D,94.75,Local,Ilam,Sriantu,,Siddhi khola,Sreeautar,Kanyam,26.8534507228,88.1167030334,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Bhanu.B shrestha,,,
20 5 021 18 06 03,Jhapsi,LD,210,Main,Sindhuli,Kyaneshwar,6,Bagmati,Kyaneshwor,Paurahi,27.160464385458287,85.49201667307216,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2012/13,suntali ghising. kyaneshwor-8,,,,,GPN,8-12-2021
09 5 004 18 06 09,Mahabhir Bridge,D,52,Main,Sankhuwasabha,Sishubakhola,,Kusuwa khola,Syabun,Syabun,27.3841358905,87.3420998454,GoogleEarth,DDC/VDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2010/2011,,,,Arpan Limbu,,,
54 5 050 18 06 03,Tutu ,D,48,Local,Rolpa,Mirul,4,Bangma Khola,Mirul-4,Mirul-4,28.4623012759,82.6489663124,GoogleEarth,DDC/VDC,SDC/DFID,Major Maintenance,Yet No Action    ,No,NGO personnel,NGO personnel,2000,"Dhaniman Pariyar	Mirul	4	Tutu	9966965016
",,,RJS,,,
09 5 017 18 06 03,Orang,D,36.60,Main,Sankhuwasabha,Matshyapokhari,,Orang KHola,Matyapokhari,Matsyapokhari,27.4474576769,87.2802400589,GoogleEarth,DDC/VDC,Other,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
20 5 039 18 06 02,Badareghat,D,171,Local,Sindhuli,Hariharpurgadhi,1,Bagmati,Hariharpurgadi,Phaparbari,27.3618056864,85.4698804021,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2005/06,,,,,,GPN,8-12-2021
09 5 016 18 06 03,hansdaha,D,64,Main,Sankhuwasabha,Dhupu,,savakhola,Syabun,Dhupu,27.402880254,87.2850036621,GoogleEarth,GoN,Other,No action required,Yet No Action    ,,NGO personnel,NGO personnel,1990/1991,,,,Arpan Limbu,,,
20 5 039 18 06 03,koktidaha,D,102.50,Local,Sindhuli,Hariharpurgadhi,1,Kokhajor,Hariharpurgadi,Taldhunga,27.3723865965,85.5002430081,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2000/01,,,,,,GPN,8-12-2021
6120.08/1,Maithan,D,120,Main,Sindhuli,Kamalami Municipality,8,Kamala,Kamalami Municipality,Kamalami Municipality,27.16569058,85.9006753564,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,Yes,Bridge Expert,Bridge Expert,2001/02,,,,,,sunil kumar mahato,05/08/2016
09 5 014 18 06 03,Pewa Bridge,LN,28,Local,Sankhuwasabha,Pawakhola,,Pawakhola,Pawakhola,Pawakhola,27.6033985245,87.4032247066,GoogleEarth,GoN,Other,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
09 5 015 18 06 04,Sangkhola,LN,21,Main,Sankhuwasabha,Bharabishebazaar,,Sangkhola,Sabhapokhari,Barhabisebazar,27.42841376787644,87.34333902600906,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
09 5 015 18 06 05,Savakhola 30,D,32,Main,Sankhuwasabha,Bharabishebazaar,,savakhola,saphapokhari,Barhabisebazar,27.4283185401,87.3437225819,GoogleEarth,DDC/VDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
20 5 023 18 06 01,Bhutiya,D,90.75,Local,Sindhuli,Baseshwar,6,Ghoksila,Baseshwor,Baseshwor,27.2976459181,86.0104528069,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2008/09,,,,,,,
09 5 018 18 06 02,Chinde Bridge,D,96,Local,Sankhuwasabha,Shavapokhari,,Chindekhola,savapokhari,savapokhari,27.4352961397,87.4053731561,GoogleEarth,DDC/VDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,20010/2011,,,,Arpan Limbu,,,
20 5 012 18 06 05,Mahabhir Dobhan,D,98,Local,Sindhuli,Bahuntilpung,8,Mahabhir Khola,Bahuntilpung,Bahuntilpung,27.1441399018,86.2260353565,GoogleEarth,DDC,SDC,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,2008/09,,,,,,GPN,4-12-2021
20 5 012 18 06 06,Bandha,D,56,Local,Sindhuli,Bahuntilpung,8,Bandha Khola,Bahuntilpung,Bahuntilpung,27.16864720915499,86.2016540765951,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2011/12,,,,,,GPN,4-12-2021
09 5 018 18 06 03,Tokesing,D,68,Local,Sankhuwasabha,Shavapokhari,,Lankhuwakhola,Barhabise,Dhupu,27.4304040102,87.2912827134,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
09 5 018 18 06 04,Mauwane Simle,D,48,Local,Sankhuwasabha,Shavapokhari,,Kusuwakhoola,Syabun - 7,Syabun - 9,27.3987868191,87.2848266363,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2000/2001,,,,Arpan Limbu,,,
09 5 022 18 06 07,Kusuwa Bridge,D,46.5,Local,Sankhuwasabha,Shyaboon,,kuwuwakhola,Syaboon,Syaboon,27.3835380952,87.3028832674,GoogleEarth,DDC/VDC,Other,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2000/2001,,,,Arpan Limbu,,,
09 5 022 18 06 08,Hangduwadovan,D,72.9,Main,Sankhuwasabha,Shyaboon,,Kusuwakhola,Syaboon,Syaboon,27.3802513543,87.3152053356,GoogleEarth,GoN,Other,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2004/2005,,,,Arpan Limbu,,,
09 5 008 18 06 09,Mudha Bridge,D,64,Local,Sankhuwasabha,Noom,,Naguwakhola,Noom,Noom,27.5302413831,87.283372879,GoogleEarth,GoN,CARE,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2000/2001,,,,Arpan Limbu,,,
09 5 008 18 06 10,Naguwa Bridge,D,55,Main,Sankhuwasabha,Noom,,Naguwakhola,Noom,Noom,27.5366298334,87.2854489088,GoogleEarth,GoN,KAABGN,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
03 3 001 18 06 08,Bijwani Bridge,D,47.26,Local,Ilam,Ilam Municipality,,Puwa khola,Ilam Municipality,Santidanda,26.89909942367803,87.90918588634122,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Bhanu.B shrestha,,,
09 5 008 18 06 12,Pangma i ,D,26,Local,Sankhuwasabha,Noom,,Pangma Khola,Pangma,Pangma,27.431941900100906,87.19863653185757,GoogleEarth,GoN,Other,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
20 3 001 18 06 13,Devisthan,ST,32,Local,Sindhuli,Kamalami Municipality,,Bahula Khola,Kamalami Municipality,Kamalami Municipality,27.207813361241186,85.93082338571821,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2010/11,surya kumari kar ki. kamalamail-7,,,,,sunil kumar mahato,2016/05/08
09 5 008 18 06 13,Faksinda dovan,LN,50,Local,Sankhuwasabha,Noom,,Faksindakhola,Noom,Noom,27.5553126109,87.3130434752,GoogleEarth,GoN,Other,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
09 3 001 18 06 12,Ranitar Bridge,D,68,Main,Sankhuwasabha,Khandbari Municipality,,Hewa,kharang,Wana,27.3025486852,87.2234871984,GoogleEarth,DDC/VDC,Other,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
20 5 015 18 06 04,Handi Khola,D,73.80,Local,Sindhuli,Lampantar,11,Handi Khola,Lampantar,Jarayotar,27.142941724302414,86.17115736005724,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2008/09,,,,,,GPN,4-12-2021
09 3 001 18 06 13,sava bridge,D,55,Main,Sankhuwasabha,Khandbari Municipality,,Sabhakhola,Syabun,Khadbari Municipality,27.360452629,87.2389608622,GoogleEarth,GoN,Other,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2058/2059,,,,Arpan Limbu,,,
09 3 001 18 06 14,khokdak upper bridge,D,63,Local,Sankhuwasabha,Khandbari Municipality,,khokdak khola,Noom,Noom,27.5380045147,87.3028296232,GoogleEarth,GoN,Other,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2000/2001,,,,Arpan Limbu,,,
09 3 001 18 06 15,Khokdak dovan a,LN,30,Main,Sankhuwasabha,Khandbari Municipality,,khokdak khola,Noom,Noom,27.5521712918,87.3018908501,GoogleEarth,GoN,Other,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
09 3 001 18 06 16,lulamba,D,75,Main,Sankhuwasabha,Khandbari Municipality,,Arun River,,,27.5636731708,87.2706592083,GoogleEarth,DDC/VDC,Other,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2068/2069,,,,Arpan Limbu,,,
20 5 027 18 06 01,Thandibatase,D,73.20,Local,Sindhuli,Tinkanya,4,Bitijor,Tinkanya,Tinkanya,27.2204339746,86.0871130228,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2010/11,,,,,,,
09 3 001 18 06 17,Dhangaun,D,26,Main,Sankhuwasabha,Khandbari Municipality,,Ipsuwa Khola,Makalu,Makalu,27.5875933136,87.2110417485,GoogleEarth,GoN,Other,No action required,Yet No Action    ,,NGO personnel,NGO personnel,1997/1998,,,,Arpan Limbu,,,
09 5 008 18 06 16,Chhichime Phedi,D,60,Local,Sankhuwasabha,Noom,,Induwa,Noom,Noom,27.5322226511,87.3508518934,GoogleEarth,GoN,Other,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
09 5 008 18 06 17,Simali,D,80,Local,Sankhuwasabha,Noom,,simali,Noom,Noom,27.522301682,87.3397448659,GoogleEarth,GoN,KAABGN,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2013/2014,,,,Arpan Limbu,,,
20 5 003 18 06 03,Thuloshwora,D,74.70,Local,Sindhuli,Mahadevdanda,1,Sidali Khola,Mahadevdanda,Mahadevdanda,27.14368163619523,86.30692005153946,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2010/11,"Ghyan Bahadur Sunuwar
Fikkal Ga Pa 1",,,,,,
09 3 001 18 06 18,Chiure bridge,D,76,Local,Sankhuwasabha,Khandbari Municipality,,Sabhakhola,wana,khadbari,27.3438191538,87.2177794576,GoogleEarth,DDC/VDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2061/2062,,,,Arpan Limbu,,,
09 5 020 18 06 03,khekuwa,D,30,Main,Sankhuwasabha,Bana,,khekuwakhola,Bana,khadbari,27.3546948037,87.2409537435,GoogleEarth,GoN,Other,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
09 5 008 18 06 18,dharmedovan,D,65,Local,Sankhuwasabha,Noom,,simali,Noom,Noom,27.5258410803,87.3400720954,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
09 5 008 18 06 19,Goring Bridge,D,93,Local,Sankhuwasabha,Noom,,Arun River,Hatiya,Hatiya,27.7068450039,87.3707002401,GoogleEarth,DDC/VDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
20 5 012 18 06 08,Tarbari,D,56.50,Local,Sindhuli,Bahuntilpung,8,Thado Khola,Bahuntilpung,Bahuntilpung,27.171954531940653,86.18956536049996,GoogleEarth,DDC,SDC,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,2010/11,,,,,,GPN,4-12-2021
09 5 012 18 06 05,Barun Bridge,D,35.20,Local,Sankhuwasabha,Hatiya,,Barun khola,Hatiya,Hatiya,27.6935935865,87.3631739616,GoogleEarth,DDC/VDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
09 5 007 18 06 04,Amrangphedi,D,75,Main,Sankhuwasabha,Makalu,,Arun River,Noom,Makalu,27.5509418487,87.2495985031,GoogleEarth,DDC/VDC,Other,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
09 5 012 18 06 06,Kapashe bridge,D,67,Main,Sankhuwasabha,Hatiya,,Arun River,Pawakhola,Hatiya,27.6654634291,87.3578256369,GoogleEarth,GoN,Other,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,LSTB,,,Arpan Limbu,,,
09 5 002 18 06 06,Bhalukhola i,D,68,Main,Sankhuwasabha,Sitalpati,,Bhalukhola,Sitalpati,Sitalpati,27.4532082912,87.153159678,GoogleEarth,DDC/VDC,KAABGN,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2000/2001,LSTB,,,Arpan Limbu,,,
09 5 002 18 06 07,Bhalu ii,D,60,Main,Sankhuwasabha,Sitalpati,,Bhalukhola,Sitalpati,Sitalpati,27.4504686941,87.1570515633,GoogleEarth,GoN,KAABGN,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
20 5 032 18 06 05,Narkate,D,54,Local,Sindhuli,Jarayotar,5,Langur Khola,Jarayotar,Jarayotar,27.0993427258,86.1061352491,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2011/12,"Indra bahadur thappa
jarayotar-9",,,,,GPN,4-12-2021
09 5 002 18 06 08,Chewabesi,D,53,Main,Sankhuwasabha,Sitalpati,,Chewakhola,Chewabesi,Sitalpati,27.3868699888,87.1533420682,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
09 5 002 18 06 09,Pikhuwa Truss,D,28,Main,Sankhuwasabha,Sitalpati,,Pikhuwakhola,Bala - 6,Bala - 5,27.5056235888,87.0778432488,GoogleEarth,GoN,Other,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,Constructed by ECOHIMAL project,,,Arpan Limbu,,,
45 5 002 18 06 04,Tibetian Bridge,D,74,Main,Mustang,Marpha,,Kali Gandaki,Marpha ,Marpha ,28.73993046627089,83.6804607511059,GoogleEarth,GoN,Other,Obsolete,Yet No Action    ,Yes,NGO personnel,NGO personnel,2013/14, Going to be Replace by new in 2014/15,,,Shree Dhar Bhandari,2/9/2015,,
09 5 006 18 06 07,Besku,D,35,Main,Sankhuwasabha,Bala,,Beskukhola,Bala,Bala,27.492412059575646,87.08047181369102,GoogleEarth,GoN,Other,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
09 5 001 18 06 05,sakhuwa,LN,30,Local,Sankhuwasabha,Diding,,sakhuwakhola,Diding,Diding,27.5161883399,87.2336393595,GoogleEarth,GoN,Other,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,,necessary it should be replace by new bridge,,,Arpan Limbu,,,
09 5 005 18 06 02,Maguwa ,LN,36,Main,Sankhuwasabha,Tamphu,,sankhuwakhola,Tamkhu,Kulung,27.4587348822,87.1104615927,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2013/2014,MM BRidge,,,Arpan Limbu,,,
03 5 035 18 06 06,Anapbote,D,,Local,Ilam,Gajurmukhi,,Lamphewa,Gajurmukhi,Gajurmukhi,26.9097672685,87.7691745758,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Bhanu.B shrestha,,,
20 3 001 18 06 15,Kirateshwor,ST,40,Local,Sindhuli,Kamalami Municipality,5,Gwang Khola,Kamalami Municipality,Kamalami Municipality,27.2069259765,85.9105297923,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,Yes,Bridge Expert,Bridge Expert,2013/14,,,,,,sunil kumar mahato,2016/05/12
03 5 035 18 06 07,Apthyaregaunda,D,67.6,Main,Ilam,Gajurmukhi,,Lamphewa,Gajurmukhi,Gajurmukhi,26.894439699,87.7428674698,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Bhanu.B shrestha,,,
03 5 002 18 06 05,Ramritar,D,85.7,Local,Ilam,Namsaling,,Jojmai,Godak,Namsaling,26.8953582636,87.9797172546,GPS,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2012/2013,,,,Bhanu.B shrestha,,,
09 5 027 18 06 05,Dhusuna,D,45,Main,Sankhuwasabha,Madi Mulkharka,,Piluwakhola,Mamling - 4,Madimulkharka - 1,27.2393133261,87.3617014289,GoogleEarth,GoN,KAABGN,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
20 5 015 18 06 05,Kadang ,D,83.60,Local,Sindhuli,Lampantar,10,Bhalu Khola,Lampantar,Lampantar,27.110638605022487,86.16576880212938,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2002/03,,,,,,g,4-12-2021
56 5 038 18 06 01,Ranighat,ST,32,Main,Dang,Haluwar,1,Kala Khola,Halawar,Halawar,28.12430400422599,82.32357144360162,GoogleEarth,DDC,SWAp,No action required,Yet No Action    ,Yes,NGO personnel,NGO personnel,2009/10,"Sita Ram Chaudhari	Halawar-4, Kala khola
",,,Bishnu Poudel,,Narayan Prasad Dangi,3/09/2015
09 5 027 18 06 06,Tiwa,D,59.6,Local,Sankhuwasabha,Madi Mulkharka,,Tiwakhola,Sisuwa,Sisuwa,27.4748513337,87.0546206832,GoogleEarth,GoN,Other,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Arpan Limbu,,,
